lat,lng
30.035425,30.799747
30.187485,30.929959
30.146246,31.011999
30.298135,31.270177
30.996502,31.044958
30.927495,31.338842
30.129619,31.597021
30.248322,30.833471
30.108237,31.415746
30.124868,31.520116
30.620729,31.927482
30.115365,31.550329
30.044064,31.599767
30.321102,30.785315
30.561846,30.71063
30.37046,30.87002
30.78025,30.967189
30.831431,30.9663
30.96135,30.967567
30.038987,30.885013
